feature,importance
smoker_no,0.3687630111534729
smoker_yes,0.25088863653509413
bmi,0.2071625352729494
age,0.13010971282132872
children,0.018919048876314813
region_northeast,0.005083473518259236
region_northwest,0.004908161210450308
region_southeast,0.003992284182224991
sex_male,0.0035374507217358227
sex_female,0.003435724103603787
region_southwest,0.003199961604565975
